InternalID,ElementType,ElementID,ElementName,Language,CaptionType,Caption(Name),Caption(Desc)
5000096,MasterObject,strat_evaluation,Strategic Evaluation,Spanish,Object View Attributes,Nombre de la Métrica,
5000489,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object Attributes,Pregunta de la Métrica,
5000490,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object View Attributes,Pregunta de la Métrica,
5000491,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object View Attributes,Pregunta de la Métrica,
5000498,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Object View Attributes,Pregunta de la Métrica,
5000468,MasterObject,strat_align_metric,Investment Alignment Metric,Spanish,Objects,Métrica de Alineación de Inversiones,Métrica de Alineación de Inversiones para Selección
5000538,Menu,odf.strat_align_metricList,Investment Alignment Metrics,Spanish,Menu Actions,Métricas de Alineación de Inversiones,Investment Alignment Metric Lista
5000255,MasterObject,strategic_item,Strategic Item,Spanish,Object Attributes,Status de las Métricas,
5000256,MasterObject,strategic_item,Strategic Item,Spanish,Object View Attributes,Status de las Métricas,
5000257,MasterObject,strategic_item,Strategic Item,Spanish,Object View Attributes,Status de las Métricas,
5000034,StaticLookup,STRAT_METRIC_VALUE,Strategic Metric Value,Spanish,Lookup Values,Muy Alto,
5000027,StaticLookup,STRAT_METRIC_VALUE,Strategic Metric Value,Spanish,Lookup Values,Muy Bajo,
5000621,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Spanish,Portlet Grid Columns,Nivel del Item,
5000681,Portlet,strat_item_hierarchy_kpis,Strategic Item Hierarchy with KPIs,Spanish,Portlet Grid Columns,Nivel del Item,
5000694,Portlet,strat_item_hierarchy_projects,Strategic Item Hierarchy with Projects,Spanish,Portlet Grid Columns,Nivel del Item,
5000718,Portlet,strat_persp_projects,Perspective Hierarchy with Projects,Spanish,Portlet Grid Columns,Nivel del Item,
5000731,Portlet,strat_persp_kpis,Perspective Hierarchy with KPIs,Spanish,Portlet Grid Columns,Nivel del Item,
5000743,Portlet,strat_items_related_kpi,Strategic Items related to KPI,Spanish,Portlet Grid Columns,Nivel del Item,
5000250,MasterObject,strategic_item,Strategic Item,Spanish,Object Attributes,Nivel del Ítem,
5000251,MasterObject,strategic_item,Strategic Item,Spanish,Object View Attributes,Nivel del Ítem,
5000655,Portlet,strat_kpi_measure_list2,KPI Measurements,Spanish,Portlet Grid Columns,Nombre de la Medición,
5000659,Portlet,strat_measure_list,KPI Measurements,Spanish,Portlet Grid Columns,Nombre de la Medición,
5000630,Portlet,strat_kpi_target_list,KPI Targets,Spanish,Portlet Grid Columns,Nombre de la Meta,
5000665,Portlet,strat_kpi_target_list2,KPI Targets,Spanish,Portlet Grid Columns,Nombre de la Meta,
5000684,Portlet,strat_item_hierarchy_kpis,Strategic Item Hierarchy with KPIs,Spanish,Portlet Grid Columns,Nombre de la Perspectiva,
5000697,Portlet,strat_item_hierarchy_projects,Strategic Item Hierarchy with Projects,Spanish,Portlet Grid Columns,Nombre de la Perspectiva,
5000745,Portlet,strat_items_related_kpi,Strategic Items related to KPI,Spanish,Portlet Grid Columns,Nombre de la Perspectiva,
5000613,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Spanish,Portlet Grid Columns,Nombre del Alcance,
5000638,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Spanish,Portlet Grid Columns,Nombre del Alcance,
5000673,Portlet,strat_eval_cycle_results,Evaluation Cycle Results,Spanish,Portlet Grid Columns,Nombre del Alcance,
5000683,Portlet,strat_item_hierarchy_kpis,Strategic Item Hierarchy with KPIs,Spanish,Portlet Grid Columns,Nombre del Alcance,
5000696,Portlet,strat_item_hierarchy_projects,Strategic Item Hierarchy with Projects,Spanish,Portlet Grid Columns,Nombre del Alcance,
5000720,Portlet,strat_persp_projects,Perspective Hierarchy with Projects,Spanish,Portlet Grid Columns,Nombre del Alcance,
5000733,Portlet,strat_persp_kpis,Perspective Hierarchy with KPIs,Spanish,Portlet Grid Columns,Nombre del Alcance,
5000746,Portlet,strat_items_related_kpi,Strategic Items related to KPI,Spanish,Portlet Grid Columns,Nombre del Alcance,
5000610,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Spanish,Portlet Grid Columns,Nombre del Item,
5000741,Portlet,strat_items_related_kpi,Strategic Items related to KPI,Spanish,Portlet Grid Columns,Nombre del Item Estratégico,
5000677,Portlet,strat_eval_cycle_results,Evaluation Cycle Results,Spanish,Portlet Grid Columns,Nota de Alineación,
5000641,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Spanish,Portlet Grid Columns,Nota General de Alineación,
5000699,Portlet,strat_item_hierarchy_projects,Strategic Item Hierarchy with Projects,Spanish,Portlet Grid Columns,Nota General de Alineación,
5000722,Portlet,strat_persp_projects,Perspective Hierarchy with Projects,Spanish,Portlet Grid Columns,Nota General de Alineación,
5000028,StaticLookup,STRAT_METRIC_VALUE,Strategic Metric Value,Spanish,Lookup Values,Nulo,
5000057,StaticLookup,STRAT_ITEM_TYPE,Strategic Item Type,Spanish,Lookup Values,Objetivo,
5000056,StaticLookup,STRAT_ITEM_TYPE,Strategic Item Type,Spanish,Lookup Values,Objetivo Estratégico,
5000648,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Spanish,Portlet Grid Columns,Ocurrencia,
5000706,Portlet,strat_item_hierarchy_projects,Strategic Item Hierarchy with Projects,Spanish,Portlet Grid Columns,Ocurrencia,
5000712,Portlet,strat_persp_projects,Perspective Hierarchy with Projects,Spanish,Portlet Grid Columns,Ocurrencia,
5000021,StockObjectCustAttr,strat_align_score,inv.Strategic Alignment -Element-00190,Spanish,Object Attributes,Nota General de Alineación,
5000259,MasterObject,strategic_item,Strategic Item,Spanish,Object View Attributes,Item Padre,
5000293,MasterObject,strategic_item,Strategic Item,Spanish,Object View Attributes,Item Padre,
5000205,MasterObject,strat_tree_flat,Strategic Tree Flat,Spanish,Object Attributes,Item Padre,
5000206,MasterObject,strat_tree_flat,Strategic Tree Flat,Spanish,Object View Attributes,Item Padre,
5000212,MasterObject,strat_tree_flat,Strategic Tree Flat,Spanish,Object View Attributes,Item Padre,
5000219,MasterObject,strat_tree_flat,Strategic Tree Flat,Spanish,Object View Attributes,Item Padre,
5000207,MasterObject,strat_tree_flat,Strategic Tree Flat,Spanish,Object Attributes,Nivel Padre,
5000208,MasterObject,strat_tree_flat,Strategic Tree Flat,Spanish,Object View Attributes,Nivel Padre,
5000214,MasterObject,strat_tree_flat,Strategic Tree Flat,Spanish,Object View Attributes,Nivel Padre,
5000976,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,Object View Attributes,Item Pai,
5000983,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,Object View Attributes,Item Pai,
5001077,Menu,odf.strategic_itemList,Strategic Items,Portuguese,Menu Actions,Itens Estratégicos,Itens Estratégicos
5001372,Query,strat_items_related_kpi,Strategic Items related to KPI,Portuguese,Queries,Itens Estratégicos relacionados ao KPI,Itens Estratégicos relacionados ao KPI
5001513,Portlet,strat_items_related_kpi,Strategic Items related to KPI,Portuguese,Portlets,Itens Estratégicos relacionados ao KPI,
5001078,MasterObject,strat_kpi,Strategic KPI,Portuguese,Objects,KPI Estratégico,Indicador Chave de Performance Estratégico
5001086,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Sections,KPI Estratégico,
5001087,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Sections,KPI Estratégico,
5001092,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Sections,KPI Estratégico,
5001360,Query,strat_kpi_followup,Strategic KPI Targets,Portuguese,Queries,KPI Estratégico,
5001201,Menu,odf.strat_kpiList,Strategic KPIs,Portuguese,Menu Actions,KPIs Estratégicos,KPIs Estratégicos
5001367,Query,strat_kpi_strategic_item,KPIs by Strategic Item,Portuguese,Queries,KPIs por Item Estratégico,
5001025,MasterObject,strategic_item,Strategic Item,Portuguese,Object Attributes,KPIs Relacionados,
5001026,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,KPIs Relacionados,
5001027,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,KPIs Relacionados,
5001064,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,KPIs Relacionados,
5001051,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes Instr,KPIs são usados para monitorar o desempenho de nosso plano estratégico,
5001065,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes Instr,KPIs são usados para monitorar o desempenho de nosso plano estratégico,
5000946,Page,odf.strat_bsc_perspFrame,BSC Perspective Default Layout,Portuguese,Pages,Layout padrão de BSC Perspective,Layout padrão de BSC Perspective
5000921,Page,odf.strat_eval_cycleFrame,Evaluation Cycle Default Layout,Portuguese,Pages,Layout padrão de Evaluation Cycle,Layout padrão de Evaluation Cycle
5001300,Page,odf.strat_align_metricFrame,Investment Alignment Metric Default Layout,Portuguese,Pages,Layout padrão de Investment Alignment Metric,Layout padrão de Investment Alignment Metric
5001330,Page,odf.strat_dimFrame,Strategic Dimension Default Layout,Portuguese,Pages,Layout padrão de Strategic Dimension,Layout padrão de Strategic Dimension
5000877,Page,odf.strat_evaluationFrame,Strategic Evaluation Default Layout,Portuguese,Pages,Layout padrão de Strategic Evaluation,Layout padrão de Strategic Evaluation
5001075,Page,odf.strategic_itemFrame,Strategic Item Default Layout,Portuguese,Pages,Layout padrão de Strategic Item,Layout padrão de Strategic Item
5001199,Page,odf.strat_kpiFrame,Strategic KPI Default Layout,Portuguese,Pages,Layout padrão de Strategic KPI,Layout padrão de Strategic KPI
5001229,Page,odf.strat_scopeFrame,Strategic Scope Default Layout,Portuguese,Pages,Layout padrão de Strategic Scope,Layout padrão de Strategic Scope
5000987,Page,odf.strat_tree_flatFrame,Strategic Tree Flat Default Layout,Portuguese,Pages,Layout padrão de Strategic Tree Flat,Layout padrão de Strategic Tree Flat
5000945,DynamicLookup,ODF_CST_STRAT_BSC_PERSP_PAGE_LAYOUT,BSC Perspective Page Layouts,Portuguese,Lookup Types,Layouts de página de BSC Perspective,Lista de páginas de layouts para o objeto BSC Perspective
5000920,DynamicLookup,ODF_CST_STRAT_EVAL_CYCLE_PAGE_LAYOUT,Evaluation Cycle Page Layouts,Portuguese,Lookup Types,Layouts de página de Evaluation Cycle,Lista de páginas de layouts para o objeto Evaluation Cycle
5001299,DynamicLookup,ODF_CST_STRAT_ALIGN_METRIC_PAGE_LAYOUT,Investment Alignment Metric Page Layouts,Portuguese,Lookup Types,Layouts de página de Investment Alignment Metric,Lista de páginas de layouts para o objeto Investment Alignment Metric
5001329,DynamicLookup,ODF_CST_STRAT_DIM_PAGE_LAYOUT,Strategic Dimension Page Layouts,Portuguese,Lookup Types,Layouts de página de Strategic Dimension,Lista de páginas de layouts para o objeto Strategic Dimension
5000876,DynamicLookup,ODF_CST_STRAT_EVALUATION_PAGE_LAYOUT,Strategic Evaluation Page Layouts,Portuguese,Lookup Types,Layouts de página de Strategic Evaluation,Lista de páginas de layouts para o objeto Strategic Evaluation
5001074,DynamicLookup,ODF_CST_STRATEGIC_ITEM_PAGE_LAYOUT,Strategic Item Page Layouts,Portuguese,Lookup Types,Layouts de página de Strategic Item,Lista de páginas de layouts para o objeto Strategic Item
5001198,DynamicLookup,ODF_CST_STRAT_KPI_PAGE_LAYOUT,Strategic KPI Page Layouts,Portuguese,Lookup Types,Layouts de página de Strategic KPI,Lista de páginas de layouts para o objeto Strategic KPI
5001228,DynamicLookup,ODF_CST_STRAT_SCOPE_PAGE_LAYOUT,Strategic Scope Page Layouts,Portuguese,Lookup Types,Layouts de página de Strategic Scope,Lista de páginas de layouts para o objeto Strategic Scope
5000986,DynamicLookup,ODF_CST_STRAT_TREE_FLAT_PAGE_LAYOUT,Strategic Tree Flat Page Layouts,Portuguese,Lookup Types,Layouts de página de Strategic Tree Flat,Lista de páginas de layouts para o objeto Strategic Tree Flat
5001285,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,List Views,Escala de Alinhamento,
5000939,MasterObject,strat_bsc_persp,BSC Perspective,Portuguese,List Views,Perspectivas do BSC,
5000895,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,List Views,Ciclos de Avaliação,
5001247,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,List Views,Métricas de Alinhamento,
5001178,MasterObject,strat_kpi,Strategic KPI,Portuguese,List Views,Medições dos KPIs,
5001151,MasterObject,strat_kpi,Strategic KPI,Portuguese,List Views,Metas dos KPIs,
5001318,MasterObject,strat_dim,Strategic Dimension,Portuguese,List Views,Dimensões Estratégicas,
5000842,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,List Views,Avaliações Estratégicas,
5001005,MasterObject,strategic_item,Strategic Item,Portuguese,List Views,Itens Estratégicos,
5001093,MasterObject,strat_kpi,Strategic KPI,Portuguese,List Views,KPIs Estratégicos,
5001217,MasterObject,strat_scope,Strategic Scope,Portuguese,List Views,Escopo Estratégico,
5000964,MasterObject,strat_tree_flat,Strategic Tree Flat,Portuguese,List Views,Árvore Plana de Estratégia,
5001351,Process,strat_Control,Strategy Control,Portuguese,Process Actions,Logout,
5001344,Process,strat_Control,Strategy Control,Portuguese,Process Actions,Logout XOG,
5000802,StaticLookup,STRAT_METRIC_SIGN,Strategic Metric Sign,Portuguese,Lookup Values,Mais Alto é Melhor,
5000803,StaticLookup,STRAT_METRIC_SIGN,Strategic Metric Sign,Portuguese,Lookup Values,Mais Baixo é Melhor,
5001379,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Portuguese,Portlet Grid Columns,Peso,
5001380,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Portuguese,Portlet Grid Columns,Peso %,
5001381,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Portuguese,Portlet Grid Columns,Meta,
5001526,Portlet,strat_kpi_measurements2,Strategic KPI Measurements,Portuguese,Portlet Graph Axes,Medição,
5001096,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object Attributes,Medição Atual,
5001097,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Medição Atual,
5001098,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Medição Atual,
5001125,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Medição Atual,
5001382,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Portuguese,Portlet Grid Columns,Medição,
5001383,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Portuguese,Portlet Grid Columns,Variação,
5001160,MasterObject,strat_kpi,Strategic KPI,Portuguese,Objects,Medição do KPI,
5001169,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Sections,Medição do KPI,
5001171,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Sections,Medição do KPI,
5001177,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Sections,Medição do KPI,
5001358,Query,strat_kpi_measurements,Strategic KPI Measurements,Portuguese,Queries,Medições de KPI Estratégico,
5001365,Query,strat_kpi_measurements2,Strategic KPI Measurements,Portuguese,Queries,Medições de KPI Estratégico,
5001523,Portlet,strat_kpi_measurements,Strategic KPI Measurements,Portuguese,Portlets,Medições de KPI Estratégico,
5001528,Portlet,strat_kpi_measurements2,Strategic KPI Measurements,Portuguese,Portlets,Medições de KPI Estratégico,
5001421,Portlet,strat_kpi_measure_list2,KPI Measurements,Portuguese,Portlets,Medições de KPIs,
5001427,Portlet,strat_measure_list,KPI Measurements,Portuguese,Portlets,Medições de KPIs,
5001362,Query,strat_kpi_measure_list,KPI Measurements,Portuguese,Queries,Medições dos KPIs,
5001363,Query,strat_kpi_measure_list2,KPI Measurements,Portuguese,Queries,Medições dos KPIs,List of KPI Measurements for a specific KPI in the filter
5000806,StaticLookup,STRAT_ROLLUP_METHOD,Rollup Method,Portuguese,Lookup Values,Médio,
5000800,StaticLookup,STRAT_METRIC_VALUE,Strategic Metric Value,Portuguese,Lookup Values,Médio,
5000807,StaticLookup,STRAT_ROLLUP_METHOD,Rollup Method,Portuguese,Lookup Values,Melhor Caso,
5001384,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Portuguese,Portlet Grid Columns,Dim,
5001531,Portlet,strat_kpi_followup2,Strategic KPI Target follow up,Portuguese,Portlet Graph Axes,Meta,
5001099,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object Attributes,Meta Atual,
5001100,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Meta Atual,
5001101,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Meta Atual,
5001124,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Attributes,Meta Atual,
5000216,MasterObject,strat_tree_flat,Strategic Tree Flat,Spanish,Object View Attributes,Nivel Padre,
5001385,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Portuguese,Portlet Grid Columns,Nível do Item,
5000627,Portlet,strat_alignment_scales,Alignment Scales,Spanish,Portlet Grid Columns,Partición,
5000614,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Spanish,Portlet Grid Columns,Perspectiva,
5000639,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Spanish,Portlet Grid Columns,Perspectiva,
5001387,Portlet,strat_alignment_scales,Alignment Scales,Portuguese,Portlet Grid Columns,Valor Inferior,
5001133,MasterObject,strat_kpi,Strategic KPI,Portuguese,Objects,Meta do KPI,
5001142,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Sections,Meta do KPI,
5000160,MasterObject,strat_bsc_persp,BSC Perspective,Spanish,Objects,Perspectiva del BSC,
5001144,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Sections,Meta do KPI,
5000184,Menu,odf.strat_bsc_perspList,Strategic Perspectives,Spanish,Menu Actions,Perspectivas Estratégicas,BSC Perspective Lista
5000606,Query,strat_persp_kpis,Perspective Hierarchy with KPIs,Spanish,Queries,Jerarquía de la Perspectiva con KPIs,
5000740,Portlet,strat_persp_kpis,Perspective Hierarchy with KPIs,Spanish,Portlets,Jerarquía de la Perspectiva con KPIs,
5001150,MasterObject,strat_kpi,Strategic KPI,Portuguese,Object View Sections,Meta do KPI,
5001366,Query,strat_kpi_followup2,Strategic KPI Targets,Portuguese,Queries,Metas de KPI Estratégico,
5001398,Portlet,strat_kpi_target_list,KPI Targets,Portuguese,Portlets,Metas de KPIs,
5000728,Portlet,strat_persp_projects,Perspective Hierarchy with Projects,Spanish,Portlets,Jerarquía de la Perspectiva con Proyectos,
5001433,Portlet,strat_kpi_target_list2,KPI Targets,Portuguese,Portlets,Metas de KPIs,
5001388,Portlet,strat_alignment_scales,Alignment Scales,Portuguese,Portlet Grid Columns,Valor Superior,
5001389,Portlet,strat_alignment_scales,Alignment Scales,Portuguese,Portlet Grid Columns,Valor da Métrica,
5001390,Portlet,strat_alignment_scales,Alignment Scales,Portuguese,Portlet Grid Columns,ID,
5001391,Portlet,strat_alignment_scales,Alignment Scales,Portuguese,Portlet Grid Columns,Partição,
5001393,Portlet,strat_kpi_target_list,KPI Targets,Portuguese,Portlet Grid Columns,Status do KPI na Meta,
5001394,Portlet,strat_kpi_target_list,KPI Targets,Portuguese,Portlet Grid Columns,Nome da Meta,
5001395,Portlet,strat_kpi_target_list,KPI Targets,Portuguese,Portlet Grid Columns,Data da Meta,
5001396,Portlet,strat_kpi_target_list,KPI Targets,Portuguese,Portlet Grid Columns,Valor da Meta,
5001397,Portlet,strat_kpi_target_list,KPI Targets,Portuguese,Portlet Grid Columns,ID Interno da Meta,
5001399,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Portuguese,Portlet Grid Columns,Item Estratégico / Projeto,
5001400,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Portuguese,Portlet Grid Columns,ID,
5001401,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Portuguese,Portlet Grid Columns,Descrição,
5000615,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Spanish,Portlet Grid Columns,Peso,
5001361,Query,strat_kpi_target_list,KPI Targets,Portuguese,Queries,Metas dos KPIs,
5001364,Query,strat_kpi_target_list2,KPI Targets,Portuguese,Queries,Metas dos KPIs,
5000804,StaticLookup,STRAT_ROLLUP_METHOD,Rollup Method,Portuguese,Lookup Types,Método de Acumulação,
5001034,MasterObject,strategic_item,Strategic Item,Portuguese,Object Attributes,Método de Acumulação,
5001035,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Método de Acumulação,
5001036,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Método de Acumulação,
5001061,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Método de Acumulação,
5000786,StaticLookup,STRAT_CYCLE_METHOD,Cycle Method,Portuguese,Lookup Types,Método do Ciclo,
5000900,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object Attributes,Método do Ciclo,
5000901,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object View Attributes,Método do Ciclo,
5000902,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object View Attributes,Método do Ciclo,
5000909,MasterObject,strat_eval_cycle,Evaluation Cycle,Portuguese,Object View Attributes,Método do Ciclo,
5000856,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,Object Attributes,Métrica,
5001402,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Portuguese,Portlet Grid Columns,Nome do Escopo,
5001403,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Portuguese,Portlet Grid Columns,Perspectiva,
5001404,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Portuguese,Portlet Grid Columns,Etapa,
5001405,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Portuguese,Portlet Grid Columns,Pontuação de Alinhamento Geral,
5001406,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Portuguese,Portlet Grid Columns,Alinhamento Corporativo,
5001407,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Portuguese,Portlet Grid Columns,Alinhamento aos Negócios,
5001408,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Portuguese,Portlet Grid Columns,Riscos,
5001409,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Portuguese,Portlet Grid Columns,Cronograma %,
5001410,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Portuguese,Portlet Grid Columns,Variação de Custo Projetada %,
5001411,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Portuguese,Portlet Grid Columns,Variação de Esforço Projetada %,
5001412,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Portuguese,Portlet Grid Columns,Ocorrências,
5001413,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Portuguese,Portlet Grid Columns,Mudanças,
5001414,Portlet,strat_hierarchy_with_projects,Strategic Hierarchy with Projects,Portuguese,Portlet Grid Columns,Chave da Dimensão,
5001416,Portlet,strat_kpi_measure_list2,KPI Measurements,Portuguese,Portlet Grid Columns,Valor da Medição,
5001417,Portlet,strat_kpi_measure_list2,KPI Measurements,Portuguese,Portlet Grid Columns,ID Interno Medição,
5001418,Portlet,strat_kpi_measure_list2,KPI Measurements,Portuguese,Portlet Grid Columns,Status do KPI na Meta,
5001419,Portlet,strat_kpi_measure_list2,KPI Measurements,Portuguese,Portlet Grid Columns,Nome da Medição,
5001420,Portlet,strat_kpi_measure_list2,KPI Measurements,Portuguese,Portlet Grid Columns,Data da Medição,
5001422,Portlet,strat_measure_list,KPI Measurements,Portuguese,Portlet Grid Columns,Status do KPI na Medição,
5000685,Portlet,strat_item_hierarchy_kpis,Strategic Item Hierarchy with KPIs,Spanish,Portlet Grid Columns,Peso,
5000857,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,Object View Attributes,Métrica,
5000868,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,Object View Attributes,Métrica,
5000872,MasterObject,strat_evaluation,Strategic Evaluation,Portuguese,Object View Attributes,Métrica,
5001232,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Objects,Métrica de Alinhamento de Investimentos,Métrica de Alinhamento de Investimentos para Seleção
5001240,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Sections,Métrica de Alinhamento do Investimento,
5001241,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Sections,Métrica de Alinhamento do Investimento,
5001246,MasterObject,strat_align_metric,Investment Alignment Metric,Portuguese,Object View Sections,Métrica de Alinhamento do Investimento,
5001302,Menu,odf.strat_align_metricList,Investment Alignment Metrics,Portuguese,Menu Actions,Métricas de Alinhamento de Investimentos,Lista de Investment Alignment Metric
5001028,MasterObject,strategic_item,Strategic Item,Portuguese,Object Attributes,Métricas de Alinhamento Relacionadas,
5001029,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Métricas de Alinhamento Relacionadas,
5001030,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Métricas de Alinhamento Relacionadas,
5001066,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Métricas de Alinhamento Relacionadas,
5001050,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes Instr,Métricas de Alinhamento são usadas para Avaliação e Seleção de Investimentos,
5001067,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes Instr,Métricas de Alinhamento são usadas para Avaliação e Seleção de Investimentos,
5001059,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Sections,Monitoramento do KPI,
5001423,Portlet,strat_measure_list,KPI Measurements,Portuguese,Portlet Grid Columns,Nome da Medição,
5001424,Portlet,strat_measure_list,KPI Measurements,Portuguese,Portlet Grid Columns,Data da Medição,
5001425,Portlet,strat_measure_list,KPI Measurements,Portuguese,Portlet Grid Columns,Valor da Medição,
5000798,StaticLookup,STRAT_METRIC_VALUE,Strategic Metric Value,Portuguese,Lookup Values,Muito Alto,
5000791,StaticLookup,STRAT_METRIC_VALUE,Strategic Metric Value,Portuguese,Lookup Values,Muito Baixo,
5000709,Portlet,strat_item_hierarchy_projects,Strategic Item Hierarchy with Projects,Spanish,Portlet Grid Columns,Peso,
5001426,Portlet,strat_measure_list,KPI Measurements,Portuguese,Portlet Grid Columns,ID Interno Medição,
5000734,Portlet,strat_persp_kpis,Perspective Hierarchy with KPIs,Spanish,Portlet Grid Columns,Peso,
5000277,MasterObject,strategic_item,Strategic Item,Spanish,Object Attributes,Peso,
5000279,MasterObject,strategic_item,Strategic Item,Spanish,Object View Attributes,Peso,
5000616,Portlet,strat_hierarchy_kpis,Strategic Hierarchy with KPIs,Spanish,Portlet Grid Columns,Peso %,
5000686,Portlet,strat_item_hierarchy_kpis,Strategic Item Hierarchy with KPIs,Spanish,Portlet Grid Columns,Peso %,
5000710,Portlet,strat_item_hierarchy_projects,Strategic Item Hierarchy with Projects,Spanish,Portlet Grid Columns,Peso %,
5001428,Portlet,strat_kpi_target_list2,KPI Targets,Portuguese,Portlet Grid Columns,Status do KPI na Meta,
5001429,Portlet,strat_kpi_target_list2,KPI Targets,Portuguese,Portlet Grid Columns,Nome da Meta,
5001014,MasterObject,strategic_item,Strategic Item,Portuguese,Object Attributes,Nível do Item,
5001015,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Nível do Item,
5001056,MasterObject,strategic_item,Strategic Item,Portuguese,Object View Attributes,Nível do Item,
5001430,Portlet,strat_kpi_target_list2,KPI Targets,Portuguese,Portlet Grid Columns,Data da Meta,
